preset_name,nozzle_variant,nozzle_diameter,high_flow,indx,filament_type,filament_vendor,filament_max_volumetric_speed,temperature,first_layer_temperature,bed_temperature,first_layer_bed_temperature,chamber_temperature,chamber_minimal_temperature,extrusion_multiplier,filament_abrasive,filament_retract_length,filament_retract_speed,min_fan_speed,max_fan_speed,cooling,fan_always_on,filament_shrinkage_compensation_xy,pressure_advance_m572_s,pa_conditional,pa_note
3D-Fuel Pro PCTG Matte Black @COREONE HF0.8,HF0.8,0.8,1,0,PCTG,3D-Fuel,22,260,260,80,80,40,0,1,1,0.8,,10,40,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel PET-CF @COREONE 0.6,0.6,0.6,0,0,PET,3D-Fuel,10,285,285,90,90,45,0,1.03,1,0.8,,10,20,1,0,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel PET-CF @COREONE HF0.5,HF0.5,0.5,1,0,PET,3D-Fuel,10,285,285,90,90,45,0,1.03,1,0.8,,10,20,1,0,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
3D-Fuel PET-CF @COREONE HF0.6,HF0.6,0.6,1,0,PET,3D-Fuel,10,285,285,90,90,45,0,1.03,1,0.8,,10,20,1,0,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE,0.4,0.4,0,0,PLA,Printed Solid,12,220,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Printed Solid,14,215,230,60,60,20,0,1,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Printed Solid,17,220,230,60,60,20,0,1,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Printed Solid,21,225,230,60,60,20,0,1,,,,85,100,1,1,,0.03,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Printed Solid,24,225,230,60,60,20,0,1,,,,85,100,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Printed Solid,28,225,230,60,60,20,0,1,,,,85,100,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Printed Solid,35,225,230,60,60,20,0,1,,,,85,100,1,1,,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE,0.4,0.4,0,0,PETG,Printed Solid,12,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Printed Solid,17,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Printed Solid,22,245,245,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Printed Solid,21,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Printed Solid,24,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Printed Solid,30,250,250,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Jessie PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Printed Solid,36,250,250,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE,0.4,0.4,0,0,PLA,VOXELPLA,14,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE 0.6,0.6,0.6,0,0,PLA,VOXELPLA,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE 0.8,0.8,0.8,0,0,PLA,VOXELPLA,17,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE HF0.4,HF0.4,0.4,1,0,PLA,VOXELPLA,21,225,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE HF0.5,HF0.5,0.5,1,0,PLA,VOXELPLA,24,225,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE HF0.6,HF0.6,0.6,1,0,PLA,VOXELPLA,28,225,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPLA+ @COREONE HF0.8,HF0.8,0.8,1,0,PLA,VOXELPLA,35,225,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE,0.4,0.4,0,0,PETG,VOXELPLA,12,245,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE 0.6,0.6,0.6,0,0,PETG,VOXELPLA,17,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE 0.8,0.8,0.8,0,0,PETG,VOXELPLA,22,245,245,85,85,35,0,1,,0.8,,30,65,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE HF0.4,HF0.4,0.4,1,0,PETG,VOXELPLA,22,245,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE HF0.5,HF0.5,0.5,1,0,PETG,VOXELPLA,24,245,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE HF0.6,HF0.6,0.6,1,0,PETG,VOXELPLA,30,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
VOXELPETG+ @COREONE HF0.8,HF0.8,0.8,1,0,PETG,VOXELPLA,36,245,245,85,85,35,0,1,,0.8,,30,65,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE,0.4,0.4,0,0,PLA,Devil Design,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Devil Design,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Devil Design,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Devil Design,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Devil Design,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Devil Design,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Devil Design,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA Silk @COREONE,0.4,0.4,0,0,PLA,Devil Design,7,235,235,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA Silk @COREONE 0.6,0.6,0.6,0,0,PLA,Devil Design,9,235,235,60,60,20,0,1,,,,85,100,1,1,,0.013,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PLA Silk @COREONE 0.8,0.8,0.8,0,0,PLA,Devil Design,12,235,235,60,60,20,0,1,,,,85,100,1,1,,0.009,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE,0.4,0.4,0,0,PETG,Devil Design,12,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.045,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE 0.6,0.6,0.6,0,0,PETG,Devil Design,17,240,240,85,85,35,0,1,,0.8,,30,60,1,1,,0.031,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE 0.8,0.8,0.8,0,0,PETG,Devil Design,22,240,240,85,85,35,0,1,,0.8,,30,65,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Devil Design,22,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.045,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Devil Design,24,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.04,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Devil Design,30,245,245,85,85,35,0,1,,0.8,,30,60,1,1,,0.031,conditional,S value templated on nozzle_diameter; resolved for this variant
Devil Design PETG @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Devil Design,36,245,245,85,85,35,0,1,,0.8,,30,65,1,1,,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE,0.4,0.4,0,0,PLA,Spectrum,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Spectrum,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Spectrum,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Spectrum,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Spectrum,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Spectrum,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Spectrum,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE,0.4,0.4,0,0,PETG,Spectrum,12,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE 0.6,0.6,0.6,0,0,PETG,Spectrum,17,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE 0.8,0.8,0.8,0,0,PETG,Spectrum,22,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Spectrum,22,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Spectrum,24,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Spectrum,30,235,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG Matt @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Spectrum,36,240,230,85,85,35,0,1.1,,0.8,,25,70,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE,0.4,0.4,0,0,PETG,Spectrum,12,260,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.053,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE 0.6,0.6,0.6,0,0,PETG,Spectrum,17,250,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.032,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE 0.8,0.8,0.8,0,0,PETG,Spectrum,22,260,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE HF0.4,HF0.4,0.4,1,0,PETG,Spectrum,22,260,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.047,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE HF0.5,HF0.5,0.5,1,0,PETG,Spectrum,24,260,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.042,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE HF0.6,HF0.6,0.6,1,0,PETG,Spectrum,30,250,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.033,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PETG HT100 @COREONE HF0.8,HF0.8,0.8,1,0,PETG,Spectrum,36,260,260,105,105,35,0,1,,0.8,,30,45,1,1,,0.021,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum GreenyHT @COREONE,0.4,0.4,0,0,PLA,Spectrum,8,205,215,45,45,20,0,1.0,,,,25,80,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum GreenyHT @COREONE 0.6,0.6,0.6,0,0,PLA,Spectrum,10,205,215,45,45,20,0,1.0,,,,25,80,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum GreenyHT @COREONE 0.8,0.8,0.8,0,0,PLA,Spectrum,14,205,215,45,45,20,0,1.0,,,,25,80,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE,0.4,0.4,0,0,ASA,Spectrum,15,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE 0.6,0.6,0.6,0,0,ASA,Spectrum,15,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE 0.8,0.8,0.8,0,0,ASA,Spectrum,18,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE HF0.4,HF0.4,0.4,1,0,ASA,Spectrum,25,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE HF0.5,HF0.5,0.5,1,0,ASA,Spectrum,27,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.018,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE HF0.6,HF0.6,0.6,1,0,ASA,Spectrum,34,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA 275 @COREONE HF0.8,HF0.8,0.8,1,0,ASA,Spectrum,36,237,237,80,80,55,40,0.98,,,,15,20,1,0,0.22%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA Kevlar @COREONE,0.4,0.4,0,0,ASA,Spectrum,15,250,255,105,105,55,40,1.04,1,,,15,20,1,0,0%,0.02,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA Kevlar @COREONE 0.6,0.6,0.6,0,0,ASA,Spectrum,15,250,255,105,105,55,40,1.04,1,,,15,20,1,0,0%,0.012,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum ASA Kevlar @COREONE 0.8,0.8,0.8,0,0,ASA,Spectrum,18,250,255,105,105,55,40,1.04,1,,,15,20,1,0,0%,0.01,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE,0.4,0.4,0,0,PLA,Spectrum,15,235,215,45,60,20,0,0.95,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE 0.6,0.6,0.6,0,0,PLA,Spectrum,15.5,230,215,45,60,20,0,0.95,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE 0.8,0.8,0.8,0,0,PLA,Spectrum,19,235,215,45,60,20,0,0.95,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Spectrum,21,235,215,45,60,20,0,0.95,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Spectrum,24,235,215,45,60,20,0,0.95,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Spectrum,28,230,215,45,60,20,0,0.95,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum Tough PLA @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Spectrum,35,235,215,45,60,20,0,0.95,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE,0.4,0.4,0,0,PLA,Spectrum,15,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE 0.6,0.6,0.6,0,0,PLA,Spectrum,15.5,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE 0.8,0.8,0.8,0,0,PLA,Spectrum,19,220,230,60,60,20,0,1,,,,85,100,1,1,,0.014,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE HF0.4,HF0.4,0.4,1,0,PLA,Spectrum,21,220,230,60,60,20,0,1,,,,85,100,1,1,,0.036,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE HF0.5,HF0.5,0.5,1,0,PLA,Spectrum,24,220,230,60,60,20,0,1,,,,85,100,1,1,,0.026,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE HF0.6,HF0.6,0.6,1,0,PLA,Spectrum,28,220,230,60,60,20,0,1,,,,85,100,1,1,,0.022,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PLA PRO @COREONE HF0.8,HF0.8,0.8,1,0,PLA,Spectrum,35,220,230,60,60,20,0,1,,,,85,100,1,1,,0.015,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE,0.4,0.4,0,0,PCTG,Spectrum,12,260,260,90,85,40,0,1,,0.8,,30,60,1,1,,0.045,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE 0.6,0.6,0.6,0,0,PCTG,Spectrum,17,260,260,90,85,40,0,1,,0.8,,30,60,1,1,,0.029,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE 0.8,0.8,0.8,0,0,PCTG,Spectrum,22,260,260,90,85,40,0,1,,0.8,,30,65,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE HF0.4,HF0.4,0.4,1,0,PCTG,Spectrum,22,260,260,90,85,40,0,1,,0.8,,30,60,1,1,,0.045,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE HF0.5,HF0.5,0.5,1,0,PCTG,Spectrum,24,260,260,90,85,40,0,1,,0.8,,30,60,1,1,,0.038,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE HF0.6,HF0.6,0.6,1,0,PCTG,Spectrum,30,260,260,90,85,40,0,1,,0.8,,30,60,1,1,,0.029,conditional,S value templated on nozzle_diameter; resolved for this variant
Spectrum PCTG @COREONE HF0.8,HF0.8,0.8,1,0,PCTG,Spectrum,36,260,260,90,85,40,0,1,,0.8,,30,65,1,1,,0.016,conditional,S value templated on nozzle_diameter; resolved for this variant
Generic FLEX @COREONE,0.4,0.4,0,0,FLEX,Generic,2.5,230,230,50,50,30,0,1.08,,2.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
Generic FLEX @COREONE 0.6,0.6,0.6,0,0,FLEX,Generic,3.5,230,230,50,50,30,0,1.08,,2.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
Generic FLEX @COREONE 0.8,0.8,0.8,0,0,FLEX,Generic,7.5,230,230,50,50,30,0,1.08,,2.5,60,30,50,1,1,,,,no M572 in start_filament_gcode
Fillamentum Flexfill 92A @COREONE,0.4,0.4,0,0,FLEX,Fillamentum,3,240,240,50,50,30,0,1.1,,3.5,60,40,45,0,1,,,,no M572 in start_filament_gcode
Fillamentum Flexfill 92A @COREONE 0.6,0.6,0.6,0,0,FLEX,Fillamentum,4,230,240,50,50,30,0,1.1,,3.5,60,40,45,0,1,,,,no M572 in start_filament_gcode
Fillamentum Flexfill 92A @COREONE 0.8,0.8,0.8,0,0,FLEX,Fillamentum,8,235,240,50,50,30,0,1.1,,3.5,60,40,45,0,1,,,,no M572 in start_filament_gcode
AmazonBasics TPU @COREONE,0.4,0.4,0,0,FLEX,AmazonBasics,3.5,235,235,50,50,30,0,1.1,,2.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
AmazonBasics TPU @COREONE 0.6,0.6,0.6,0,0,FLEX,AmazonBasics,4.5,230,235,50,50,30,0,1.1,,2.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
AmazonBasics TPU @COREONE 0.8,0.8,0.8,0,0,FLEX,AmazonBasics,8,235,235,50,50,30,0,1.1,,2.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
SainSmart TPU @COREONE,0.4,0.4,0,0,FLEX,SainSmart,5,230,230,50,50,30,0,1.1,,1.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
SainSmart TPU @COREONE 0.6,0.6,0.6,0,0,FLEX,SainSmart,6,230,230,50,50,30,0,1.1,,1.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
SainSmart TPU @COREONE 0.8,0.8,0.8,0,0,FLEX,SainSmart,9,230,230,50,50,30,0,1.1,,1.5,60,50,60,1,1,,,,no M572 in start_filament_gcode
NinjaTek NinjaFlex TPU @COREONE,0.4,0.4,0,0,FLEX,NinjaTek,3,238,238,50,50,30,0,1.12,,3.5,60,40,50,1,1,,,,no M572 in start_filament_gcode
NinjaTek NinjaFlex TPU @COREONE 0.6,0.6,0.6,0,0,FLEX,NinjaTek,4,230,238,50,50,30,0,1.12,,3.5,60,40,50,1,1,,,,no M572 in start_filament_gcode
NinjaTek NinjaFlex TPU @COREONE 0.8,0.8,0.8,0,0,FLEX,NinjaTek,8,238,238,50,50,30,0,1.12,,3.5,60,40,50,1,1,,,,no M572 in start_filament_gcode
NinjaTek Cheetah TPU @COREONE,0.4,0.4,0,0,FLEX,NinjaTek,5,240,240,50,50,30,0,1.05,,2.2,60,40,50,1,1,,,,no M572 in start_filament_gcode
NinjaTek Cheetah TPU @COREONE 0.6,0.6,0.6,0,0,FLEX,NinjaTek,6.5,235,240,50,50,30,0,1.05,,2.2,60,40,50,1,1,,,,no M572 in start_filament_gcode
NinjaTek Cheetah TPU @COREONE 0.8,0.8,0.8,0,0,FLEX,NinjaTek,10,240,240,50,50,30,0,1.05,,2.2,60,40,50,1,1,,,,no M572 in start_filament_gcode
Filatech FilaFlexible40 @COREONE,0.4,0.4,0,0,FLEX,Filatech,4,230,230,50,50,30,0,1.1,,2.5,60,35,40,1,1,,,,no M572 in start_filament_gcode
Filatech FilaFlexible40 @COREONE 0.6,0.6,0.6,0,0,FLEX,Filatech,5,230,230,50,50,30,0,1.1,,2.5,60,35,40,1,1,,,,no M572 in start_filament_gcode
